job_post_id,title,address,department,salary_range,company_profile,description,requirement,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,min_experience,company,industry,salary_type
SG-2023-1042,Contract Financial Analyst,200 Sentosa Island,Finance,5500-6500,FinancePros is a financial services company known for its expertise in financial analysis and reporting.,FinancePros is seeking a Contract Financial Analyst to perform financial analysis. Join our finance team and work on challenging projects.,"Bachelor's degree in Finance or related field, financial analysis expertise.","Contract role, financial analysis projects, professional development.",0,1,1,Contract,Mid Level,2,FinancePros,Data Analysis,Monthly
SG-2023-1043,Full-Time UX Designer,210 Bukit Timah,UX/UI Design,8000-10000,DesignCraft Studio is a creative design agency passionate about creating visually stunning designs for clients.,DesignCraft Studio is looking for a Full-Time UX Designer to create user-friendly designs. Be part of a creative and collaborative team.,"Bachelor's degree in UX/UI Design or related field, UX design portfolio.","Competitive salary, creative design projects, collaborative team.",0,1,1,Full Time,Mid Level,2,DesignCraft Studio,Graphic Design,Monthly
SG-2023-1044,Permanent Operations Manager,220 Jurong East,Operations,9000-11000,OperateWell is a logistics and operations management company dedicated to streamlining operations for businesses.,OperateWell is hiring a Permanent Operations Manager to oversee daily operations. Enjoy a leadership role in optimizing processes.,"Bachelor's degree in Operations Management or related field, operations experience.","Competitive salary, operations leadership, opportunity to optimize processes.",1,1,1,Permanent,Mid Level,3,OperateWell,Culinary,Monthly
SG-2023-1045,Full-Time Software Engineer,230 Tampines,Software Engineering,8500-10500,CodeTech Innovations specializes in software engineering and cutting-edge software solutions.,CodeTech Innovations is looking for a Full-Time Software Engineer to develop cutting-edge software. Join our software development team.,"Bachelor's degree in Computer Science or related field, software engineering skills.","Competitive salary, software development projects, technical growth.",0,1,0,Full Time,Mid Level,2,CodeTech Innovations,Pet Services,Monthly
SG-2023-1046,Part-Time HR Assistant,240 Woodlands,Human Resources,1000-1300,HRConnect is a human resources consultancy offering HR solutions and support to businesses.,HRConnect is seeking a Part-Time HR Assistant to support HR functions. Flexible part-time schedule available.,"Bachelor's degree in HR or related field, HR knowledge.","Part-time role, HR experience, flexible schedule.",0,1,1,Part Time,Entry Level,0,HRConnect,UX/UI Design,Monthly
SG-2023-1047,Contract Graphic Designer,250 Bugis Street,Graphic Design,4500-5500,DesignHub is a creative design agency known for its stunning graphic design work and creative freedom for employees.,DesignHub is hiring a Contract Graphic Designer to work on design projects. Showcase your creativity in graphic design.,"Bachelor's degree in Graphic Design or related field, graphic design portfolio.","Contract role, graphic design projects, creative portfolio.",1,1,1,Contract,Mid Level,2,DesignHub,Photography,Monthly
SG-2023-1048,Full-Time Sales Manager,260 Chinatown,Sales,7000-9000,SalesGenius Inc. is a leading sales consultancy firm helping companies boost their sales performance.,SalesGenius Inc. is looking for a Full-Time Sales Manager to lead the sales team. Drive sales growth and achieve targets.,"Bachelor's degree in Sales or related field, sales leadership experience.","Competitive salary, sales leadership, target-driven environment.",1,1,0,Full Time,Mid Level,3,SalesGenius Inc.,Project Management,Monthly
SG-2023-1049,Full-Time Nurse,270 Newton Road,Healthcare,4500-6000,HealthCaring Services provides healthcare solutions and is dedicated to patient care and employee well-being.,HealthCaring Services is seeking a Full-Time Nurse to provide healthcare services. Join our healthcare team and make a difference.,"Diploma or degree in Nursing, nursing certification.","Competitive salary, healthcare experience, opportunity to make a difference.",0,1,0,Full Time,Entry Level,0,HealthCaring Services,Project Management,Monthly
SG-2023-1050,Part-Time Event Coordinator,280 East Coast Road,Event Management,1000-1200,EventPro Solutions is an event management company specializing in organizing memorable events.,EventPro Solutions is hiring a Part-Time Event Coordinator to organize events. Flexible hours and exciting event projects.,"Bachelor's degree in Event Management or related field, event coordination skills.","Part-time role, exciting events, event coordination experience.",0,1,1,Part Time,Mid Level,2,EventPro Solutions,UX/UI Design,Monthly
SG-2023-1051,Contract Project Manager,290 Holland Village,Project Management,8000-10000,ProjectX is a project management consultancy known for delivering successful projects and excellent project management solutions.,ProjectX is looking for a Contract Project Manager to manage projects. Lead project teams and ensure successful project delivery.,"Bachelor's degree in Project Management or related field, project management experience.","Contract role, project management experience, project leadership.",0,1,1,Contract,Mid Level,3,ProjectX,Marketing,Monthly
SG-2023-1052,Permanent HR Director,300 Serangoon Road,Human Resources,10000-13000,HRProfessionals Ltd. is a human resources consultancy offering comprehensive HR services and expertise.,HRProfessionals Ltd. is seeking a Permanent HR Director to lead HR initiatives. Drive HR strategies and talent management.,"Master's degree in HR or related field, HR leadership experience.","Competitive salary, HR leadership, talent management.",0,1,1,Permanent,Mid Level,3,HRProfessionals Ltd.,Pet Services,Monthly
SG-2023-1053,Full-Time Chef,310 River Valley,Culinary,3000-4000,CulinaryDelights is a restaurant known for its culinary expertise and commitment to providing top-notch dining experiences.,CulinaryDelights is hiring a Full-Time Chef to create culinary masterpieces. Join our culinary team and showcase your culinary skills.,"Culinary certification, culinary expertise.","Competitive salary, culinary expertise, culinary creativity.",0,1,1,Full Time,Entry Level,0,CulinaryDelights,Human Resources,Monthly
SG-2023-1054,Part-Time Dog Walker,320 Balestier Road,Pet Services,1200-1500,"PetCare Services is a pet care company offering a range of services, including dog walking and pet sitting.",PetCare Services is looking for a Part-Time Dog Walker to care for pets. Enjoy spending time with furry friends.,,"Part-time role, dog walking experience, pet-loving environment.",1,1,1,Part Time,Mid Level,0,PetCare Services,Graphic Design,Monthly
SG-2023-1055,Contract Photographer,330 Little India,Photography,5000-6500,"PhotoVision Studio specializes in photography services, capturing moments with precision and creativity.",PhotoVision Studio is hiring a Contract Photographer to capture moments. Showcase your photography skills in diverse projects.,"Photography certification, photography skills.","Contract role, diverse photography projects, photography opportunities.",1,1,1,Contract,Mid Level,2,PhotoVision Studio,Software Engineering,Monthly
SG-2023-1056,Full-Time Sustainability Consultant,340 Geylang Road,Environmental Consulting,8000-10000,EcoSustain Solutions is an environmental consulting firm dedicated to sustainability and green solutions.,EcoSustain Solutions is seeking a Full-Time Sustainability Consultant to drive sustainability initiatives. Join our green team.,"Bachelor's degree in Environmental Science or related field, sustainability expertise.","Competitive salary, sustainability projects, environmental impact.",0,1,1,Full Time,Mid Level,3,EcoSustain Solutions,UX/UI Design,Monthly
SG-2023-1027,Machine Learning Intern,30 Orchard Road,Information Technology,2000-2500,Tech Innovators is a tech company specializing in machine learning solutions.,Tech Innovators is looking for a Machine Learning Intern to work on real-world projects. Gain hands-on experience in machine learning algorithms and data analysis.,Enrolled in a Computer Science or related program.,"Internship experience, mentorship, hands-on learning.",0,1,1,Internship,Entry Level,0,Tech Innovators,Information Technology,Monthly
SG-2023-1028,Contract Social Media Manager,40 Raffles Place,Marketing,5500-6500,Digital Vibes SG is a marketing agency known for its social media expertise.,"Digital Vibes SG is hiring a Contract Social Media Manager to oversee social media campaigns. Manage content, engage with followers, and track performance.","Bachelor's degree in Marketing or related field, social media management experience.","Contract role, project-based, competitive compensation.",1,1,0,Contract,Mid Level,2,Digital Vibes SG,Creative Design,Monthly
SG-2023-1029,Full Stack Developer,50 Robinson Road,Information Technology,8000-10000,CodeCrafters Inc. is a software development company delivering full-stack solutions.,Join CodeCrafters Inc. as a Full Stack Developer to design and build web applications. Work with front-end and back-end technologies to create scalable solutions.,"Bachelor's degree in Computer Science or related field, full-stack development skills.","Competitive salary, career growth opportunities, remote work.",1,1,0,Full Time,Mid Level,3,CodeCrafters Inc.,Innovation,Monthly
